" Stupefying beyond belief; Fight Club is a messy spectacle of ugliness, exposition and crass ideologies playing out under a broad banner of mainstream entertainment.
",,"I read that Fight Club is a ""man's film"", whatever that means. Truth be told, it's a little boy's film, a messy; scrappy; clawing; pseudo-philosophical piece of turgid nonsense lapped up by people who see a music video aesthetic crossed with their favourite actors churned out of this contemporary Hollywood star system we have that just happens to dabble in some meek philosophy: bums and nobodies like the ones in the film will find its gimmicky pretences enthralling, appealing and quite interesting. For the rest of us, this is lecturing nonsense from a writer whom ought to have all his pens, pencils and word processors taken away from him. The film's entire thesis is captured in a sequence in which, at the fight club of the title, the store owner comes down into his own shop's basement to question what everyone's doing. After some grief from Durden, he beats him before eventually being subdued himself by a blood soaked Durden slobbering all over him. The owner runs off; suddenly attuned to allowing the club to remain and all he needed to arrive at this point is a good fight of some description. That's it; that's all you need to know right there – the rest is nonsense of the highest order.The film plays out under this facade of post-modern trickery and modern movie making gimmicks, thus rendering it ""accessible""; but the fact we're expected to swallow this infantile babble about how difficult it is to be a blank, bummed out nobody; a thug, a vandal, whose lives are in the dank state they are because they never found any particular field in which they could excel, is pathetic. The film was David Fincher's fourth, but he will not churn out a worser piece of cinematic drek in his life than the adolescent, preening nonsense that is Fight Club. The piece is essentially one long flashback and is narrated by Edward Norton's nameless character. When we first see him, he has a gun in his mouth and finds himself in an area chock full of explosives courtesy of Brad Pitt's Tyler Durden. Norton initially I.D's himself as a slave to consumerism; an unexciting office worker who comes to find solace in fighting and violence with other men in an organised fight ring from whence the title derives. But in Durden, a frightening character is created: a thug, a vandal, a terrorist but a role model; an individual whose manic hair style; cool looking shades; extravagant dress sense; sexual habits and natural charisma paints positive characteristics in an individual that ought to be anything but. Durden sees himself as a saviour; a liberator; an army general whom leads his troops and encourages them to break the shackles of life; someone whom frees and liberates via terror, as exemplified in a scene set in a convenience store car park in which he threatens to execute a young store worker if he doesn't return to education. All this leads to a sickening finale, an end that carries a highly romanticised, emotionally heavy sensibility about it as bombs go off and two people embrace.The film is from the pen of Jim Uhls by way of Chuck Palahniuk's novel, the film is Palahniuk's inane babbling against the machine; his banal, inane ranting and raving of which the arguments in the film are put across by way of nothing more than childish expositional tidbits on behalf of Pitt's character: ""The things you own end up owning you"" is a sample. In stark comparison to Norton's grey suit; blank shirt-clad and office booth based character, the one he shares most screen time with, Durden is a dangerously vibrant explosion of colour and energy. Later, there's a reason for all this hopping about in characteristics and mannerism as well as the restrictions in the Norton-Pitt interaction; but in itself, opens up a number of problems as to how they can be in separate places at once and how on Earth one person can know about one item (such as the whereabouts of the human fat) with the other seemingly oblivious to all links to it.Make no mistake, the film is the clawing ramblings of someone with some serious issues. In attempting to wage a war on consumerism, we get plenty in the way of product placement for companies such as Pepsi and Apple Macintosh; its approach sees a world initially filtered through the psyche of an insomniac in Norton's character, before support groups and false emotion helps cure that and a character named Marla (Carter) push it back to the forefront again. Is there a need for her character? Marla's presence opens up a sub-plot to do with her own problems of suicidal ideation and a fling she has with Durden which is entirely pointless. After a while, the film realises her presence is futile; that the piece is meant to be about the relationship of its two lead men, their masculinity and their relationship with other men, scrapping her for more inane tangents that run off on separate strands.The whole thing is as empty headed and crass as it sounds, this underground fight ring escalating from a celebration of pain, violence and all things grimy and nasty into a tale of a terrorist group full of 'misunderstood' philistine-infused males. In creating an ugly film about ugly people with ugly views, but filtering it by way of sporadic philosophy and sociology with an accessible aesthetic in its MTV-style appearance, Fincher has crafted a text he's most certainly above. It's nonsense of the worst kind; the sort of nonsense that has an eye on being labelled as something higher than first appears, addressing people in society doing what's deemed menial jobs before actually becoming someone in the ring during which battering and bruising someone else is the answer to life's problems. It's babble; babble of the most patronising and disorganised, sporadic order; a maddening and dulling faux-intellectual piece of nonsense.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Brilliant acting, a famous twist but still overrated
",,"Yes, this one is are very good and entertaining movie with an interesting twist, not the best one in film history as some people say but still a quite good one, and a good acting of the two brilliant main characters without any doubt.What I dislike about the film is its slow paced introduction which I found somehow long and boring, the idea of the fight club and its intentions itself and that the whole thing seems logic to its members, the somehow exaggerated end and the fact that you don't get to know what the whole sense or intention of the terroristic organisation has to mean or not to mean in the end.All in all, this one of the movies you should have watched once in your life and which you should know to make yourself an opinion. This one is very popular and many friends from different countries are quite often talking about this movie so you should watch it to be able to discuss about it. I'm one of the rare people who don't give 9 or 10 points because I know weirder non mainstream movies with better twist, but from the popular ones of the genres, this one may be the most interesting movie and become somehow a kind of drug you get addicted to which may introduce you to other movies of the genre, for example the movies of David Lynch or Shyamalan or the real underground stuff.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Powerful, mind-bending and dark film.
",,"The first rule of Fight Club is that you do not talk about Fight Club. But in this case, I can't help but break that rule.If you're looking for a happy, all-is-well film, you'd better turn around and walk away. Right at the beginning, the film kicks off by introducing an intense situation, and it only goes downhill from there. Immediately the audience is hooked and wants to know more. From the title, many people assume that this movie is all about fighting, and so they discard it, but it's really about much more than that. Consumerism, anti-sociality, and sociopathic behaviours are covered and supplement the film nicely.An insomniac is the center of this film. Norton plays this insomniac, who also happens to have an everyman job, everyman boss, and basically an everyman life. What's not to like? Although we don't get this information right away, it does shape the basis for the film. He loves his home and his furniture, but soon his life turns upside down.The characters are witty and clever. Norton's character's voiceovers come at just the right moment, supplementing the dark moments of the film with humour, and Brad Pitt's character is anything but a cardboard cut-out. They both evolve, along with Helena Bonham Carter's character, at a good pace, which keeps the audience constantly interested. Still on this topic, the acting and portrayal of the three main characters is superbly done; in my opinion, the best was Edward Norton. Genuine surprise, guilt, and overall acting.All in all, Fight Club is definitely a film to check out.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" A must see!
",,"Changes perspective, gets you out of routine mechanisms, makes you think and interpret! Brilliant! You don't waist time watching, it is not for entertainment purpose kind of movie. I put it on the classics movies, ones that you'll keep close to re-view it. The atmosphere and dark humor are spicing well this movie and of course the acting is strong. After I saw it I was ""wow"" and I had to tell my friends: I just saw an incredible movie : Fight Club! I mention that I have seen it about 1 year ago even if it's made in 1999. I did not know the subject before watching (I prefer that when I see a movie, in order to be surprised 100% if possible. A must see by anyone, no matter preferences in movie area. Cannot make detail analyse, criticism, or tell the subject : It has been a while since I saw the movie but I remember the strong feeling I had after seeing it! I have to see it again soon :). (I have it on DVD).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" The Greatest Cult Film of All-Time?
",,"""That old saying, how you always hurt the one you love? Well, it works both ways."" – NarratorWhile it flopped upon its initial release and received Luke-warm reviews at best, ""Fight Club"" has worked its way over the years to becoming perhaps the biggest and best cult film of all time. Directed by David Fincher (""The Curious Case of Benjamin Button"") the film is as famous for its unique visual style as it is for its nihilistic and dark comedic tone. Its tale of anarchy was, in a way, a refreshing slap to the face of the mainstream, which is what makes it such a beautiful and unique film, and it still holds up just as well today, over ten years later.Starring Edward Norton as the Narrator, ""Fight Club"" tells the story of a man living in a sterilized environment, suffering from insomnia and yearning to unleash his pent-up angst. He doesn't know why he can't sleep and perhaps he is going crazy, but things only get more interesting when he stumbles upon an interesting character in Tyler Durden (Brad Pitt) who essentially resembles everything he himself is not. United, they take to the underground and form a fight club where grown men can come and pummel the snot out of one another in good fun. Things take a turn for the worse, though, when Tyler's plans get out of hand and a troubled woman (Helena Bonham-Carter) comes between the two conflicted personalities.The film is drawn from a bold novel by Chuck Palahniuk and is about as anti-Hollywood as a major studio film can be. Edward Norton breaks through in perhaps his finest role to date, capturing all the humor and melodramatic baggage that comes with the character exquisitely, while Brad Pitt gets a chance to go over the top in a way that few actors can handle. The film is over two-hours long, but is paced just right so that you lose track of time and feel immersed in the narrative each and every time. No doubt, it's one of Fincher's finest films and one of the best examples of film in the 1990's. Even after the twist has revealed itself, ""Fight Club"" is a movie worth coming back to time and time again.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Very unique.
",,"Now, believe me when I say, Fight Club is hands down one of the most complex, thematically-rich films of the 90s. It's this decade's most profound piece of movie making as well as being one of this decade's most original. Unfortunately, due to its uniqueness, an audience will be hard to pinpoint. The same target audience that it speaks to also might not understand its deep-seated themes. Fight Club is one of those rare films that has so much to say that one viewing will not be able to absorb all of it. The acting is superb and enviable. All of the characters in the movie have something to say that adds to the development of the story. The camera work and graphics are outstanding. The effects are useful at grabbing the viewer's attention. As I said earlier, this movie is truly unique. It's not a corny underdog story about some man fighting to get a girl or prove a point. But it is the uprising of one particular class of underlying men who feel they are ""the middle child of god"". Fight club relies on it's wit, shock value and dialogue to create a controversial atmosphere that holds the viewer's attention. There are so many underlying morals and messages in this story, it's almost impossible to pin point all of them. I truly recommend watching this film, I give it a 9/10.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" A movie a little far from the norm!
",spoiler,"Edward Norton (The Narrator) is a stock broker who is sent to go and check out what is going wrong with some cars. Norton's character meets Tyler Durten (Brad Pitt) who sells soap and teaches him how to live a little more. Tired of being consumers Dirten and Norton's character make a Fight Club which rule number one is, you don't talk about fight club.Based on a Novel by Chuck Palahniuk, this film has you look at paranoia in a whole new meaning. From one thing to another ""Fight Club"" leads you in so many directions it intrigues you. With performances from Norton, Pitt, and Helena Bonham Carter in this movie, it is a film that grew into a classic for many who love out of the norm films. If you have not seen this film I encourage you to, because it will blow your mind.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Had to be ignored by Oscar, but was never forgotten by youngsters.
",,"When I saw a movie like Fight Club, it came to me that maybe the society and its critics, consensus and medias are too superficial. And, maybe it's the underground things that ruled.Don't call me crazy, cause that's the situation Fight Club met in the 10 years of its releasing. A lot of people blamed the Oscar for ignoring it, but I don't think that's necessary. Because, that's the way this movie worked. It's transmitting negative, anti-social and extreme ideologies to people, so by any means you shouldn't give it an Oscar. That's how the whole society and movie industry keep their agreement. But, don't worry. Fight Club found its own way to our minds. The movie is a trousers-striper who striped the trousers of the consumerism society and everyone who enjoyed themselves in it silently. So, if you feel offended by Fight Club, congratulations! It meant you are in the mainstream and doesn't need a change. If, more fortunately, you are encouraged and enlightened by Fight Club, congratulations again. It means you are exactly the targeted audiences of this crazy movie, and you 've just found your therapy group. It looked like there are hardly a middle-way, if you talk it in front of the public, that you have to either disapprove it or approve it. That's why I liked it.Nowadays people laugh at you if you try to reason with them by biblical teachings. So maybe sometimes they need something more ""explosive"" and ""dynamic"" to challenge their life-time values. Shake it baby! Shake your head or your heart! Anyway this movie delivered, and could be taught for good.Mr. Fincher, you should give more stuff like this. Don't worry about the critics and the terrorists. They will be entertained as well.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" One of the best films of the 90's
",,"I did not know what to expect from Fight Club, but I gave it a try since I am a fan of Fincher's films Se7en, Zodiac, and the more recent The Curious Case of Benjamin Button. This film surprised me in it's style and tone. It has a very inventive narration and surreal images that only help make us go deeper into Edward Norton's character and his mind. I can safely say there are not too many films like this. The main premise seems simple, two men create a combat group that soon turn into a large cult or society. Although it is simple, the film's choices and execution are not simple. I was confused by a lot on this film, and I am sure this is a film I will have to watch more than once, but I was deeply invested in these characters. I felt the reason for the main characters' choices and the struggle with their lives that they felt they needed to overcome, and the only way to do that was by fighting, not for winning or losing, but to feel important and feel more absorbed in the practice of it all. Very original idea. I thought the writing was sensational, a lot of very thought-provoking ideas and dialogue in the film. I did not know what to expect, but the twist actually shocked me. I have seen a lot of films with twists similar to this, but the film executed it in a unique way and thought it fitted well. David Fincher's direction seemed more confident and mature here than in any other of his films. I cannot believe the screenplay writer from this also wrote Jumper(WOW). The performances here were brilliant. Norton was great, but the ones who truly shined were Pitt and Carter. I always feel both these actors, especially Helena, create some truly fantastic characters, and this is no exception. I did not always think Pitt was a capable actor, but with films like The Assassination of Jesse James, Benjamin Button and Burn After Reading from 2008, he has proved he is great. I am surprised neither Carter or Pitt got many awards or nominations.I thought Fight Club was fantastic, and in a truly weird sublime way, it was entertaining. Like I said, there were some tricky parts, but I thought it was a film that could be a disaster but had so many elements to it. Probably Fincher's best, along with Benjamin Button (I'll see which stands stronger as time goes by). Along with his other film, Se7en, one of the best of the 90's.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" One of the Elite
",spoiler,"What is Fight Club? Like its main character, it takes on many different identities and seems like quite the epic journey to self-realization. Sometimes it's an action flick. Other times it's a thriller. Maybe even a light comedy, and it's all thrown into a philosophical masterpiece. Fight Club tells the story of the narrator (Edward Norton) whose life is in turmoil due to an extreme case of insomnia. He turns to self-help groups, which cures his insomnia because he sees people who are worse than him. The character is never given a name because he cannot attain a true identity. He is lost within the world as another soul with nothing to live for. The director (David Fincher) injects a lot of comedic moments throughout the film that work quite well. It is in fact a dark comedy, for example when they joke about a woman with cancer. Except, even with this subject matter, you find yourself laughing at what she and the narrator says. In turn, you feel disgusted with yourself and find yourself staring eye to eye with Edward Norton's character. He too is disgusted with his entire life and is stuck in this endless cycle. He then meets Tyler Durden, played by Brad Pitt, who seems to know exactly who he is inside. He is everything that people are not, specifically the narrator. I found myself wanting to be Tyler Durden mainly because of the way he handles himself. Brad Pitt's performance is wonderfully captivating as he teeters on becoming a psycho and yet you want to join in with that madness.They both decide to start a fight club in which people fight with one another in order to feel something again in their numbing worlds. The film is definitely geared towards the younger audience, but then again if you dislike the world at points of your life, you can relate. The only real flaw within the film is it gets a little off track. It delves into the excessive and overdone specifically with the ""space monkey"" scenes, but is able to get on again after a while. By the end of the film, the viewer is exhausted as the narrator aimlessly tries to find Tyler again after he leaves him. Although, he doesn't really need to find him ever again. I could tell you why, but that would be breaking the rules of Fight Club. The film successfully uses this plot twist to further its themes, but also add another dimension to the story for the audience.The film is able to work on many levels due to the amount of relating the audience can do with their own life. This is a story about how society is one big commercial. They are rebelling, specifically Edward Norton's character, towards that feeling and creating a new one by feeling a fist against their cheekbone. They are all so infuriated that by the end of the film, they watch the credit card buildings burn down to the ground. But none of them are scared, they know who they are and that's all that matters. The film touches on so many different subjects and tries to cover every reach of the human emotion. This is its brilliance and pitfall. It overreaches at some points, but grabs hold of something much greater at others. The film makes the viewer think on a grand scale and gives them questions. I still haven't been able to shake it off even after ten viewings. By the end of the film you won't be asking yourself what is Fight Club, but who am I?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" ""This is your life and it's ending one minute at a time.""
",,"The first rule of Fight Club is to not talk about Fight Club...but it's hard to follow when the movie is this good.Some movies follow the basic psychological structure of every day people, however, Fight Club takes you to corners of your imagination that you were too afraid to even get close to.The plot? Very simple yet complicated. A man meets the man of his dreams and together they put together a way for men to relieve stress, its called Fight Club and the name of it says it all, they just fight. However that is only the crust of this very thick plot. I would dive more into it but you'll have to watch to find out.The acting was first class. Edward Norton was flawless as The Narrator, the man who goes through his unsatisfying life wishing he could do something exceptional. Brad Pitt was perfect as Tyler Durden, the man of the Narrator's dreams who helps the Narrator pull himself and his ideas/dreams together. Helena Bonham Carter was exceptional as Marla Singer, the crazy/gritty/disgusting woman who seems to be a burden on The Narrator. Meat Loaf delivered an otherwise award-winning performance as Bob, the physically and mentally deformed man who is so disgusting yet lovable.The plot had more twists and knots than an old rope. However, they all worked in the end, giving us one of the best films in recent cinematic history.10/10.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Possibly the best movie ever?
",,"This movie was so great it is too hard to explain in words. Incredible acting from Edward Norton and Brad Pitt gives his best role ever. This movie is one of those movies, that you just can't forget, thats what makes it such a great movie.There is the occasional movie that is fun to watch, and some are very powerful and make you cry, but why this movie is a lot better than all of those is that it changes the way you look at life. This movie makes you think about your life and has role models in it. After watching it, you just want to be like Tyler Durden, because Brad Pitt just makes him look so damn cool by his deliverance of lines and acting. A must watch.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Fight Club
",,"Fight Club I was recommended about this 1999 movie by my office colleague Bill Piccolo. It sounded like a typical boxing ring movie to me  but due to the eagerness of suggestion, I thought of viewing it right away on the borrowed DVD.This is a shocker of a movie! You could hate it or love it. My thoughts were shifting on the scales from one extreme to the other  what is going on? What is the purpose of the movie? What is the message of the movie? What does it want to convey? I had to sleep over the movie before I sat down to write this review.The movie is about the main protagonist guy  Edward Norton playing an insomniac, who comes in touch with first with Marla Singer  played by Helena Carter  and later on with the dynamo of a guy - Tyler Durden  played brilliantly by Brad Pitt in his bigger than screen performance. From that time  the movie takes a roller coaster ride to unbelievable incidences, situations and thought processes that churn the mind out of the viewers. Brad Pitt and Edward Norton set up a ""fight club"" that grows into many cities around US and becomes an underground mayhem causing outfit. There is a final twist  like all the classic movies have; that builds up the scope for me to view it again and again! I think that this is a fantastic movie. Not by the sense of acceptance of what is going on in the movie  but the narration of a concept that is so weird. I like movies because it takes one to those areas of human beings that are not dwelled in before. Many attempts are made to showcase a dark side of human nature  not many are successful in doing that. But the director David Fincher  (Alien 3, Se7en, Game and Panic Room) has created a dynamo of this movie. Hats off to this brilliant young director! A lot of effort must have gone in preparing for this cult movie. Small details that are obviously missed during the first viewing would be revealed after 2-3 viewing  once you know the ending.Edward Norton has played his role to perfection (I had seen him recently in The Illusionist and found him stone faced), Brad Pitt takes the guts out of you and his larger than life persona would be remembered for many years and accomplished actress Helena Carter plays her role with mysterious oomph and style  great trio on work.The best part of the movie  if you miss it during the first viewing is its background sound track. Please pay special attention to it  it carries several messages of the final twists embedded into the sound track.It is a male dominated movie but the other sex who love different and new cinema would also love it. I would surely highly recommend to all movie-buffs friends.Jut a trivia  this movie is rated number 31 in all time classic lists of 250. Does not that say a lot about the movie? (Stars 7.75 out of 10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Unique concept
",,"Perhaps it's the concept of the movie itself which hold the viewer throughout. Some of the stunts during fight sequences are particularly well done...and obviously, the sound is excellent...witness awards.While it seems to grow more and more outlandish, the viewer is captivated by the very basis of the movie. This is one of those movies that would never fall in a top ten list, yet it is memorable in the same vein as ""The Usual Suspects.""One can fault Brad Pitt, perhaps, for a bit of overacting. And the female characters are underdeveloped. But, after all, this is touted as a ""guy's"" movie. Yet, the concept is so unique...I wish I could give it away. Other mini-summaries had trouble explaining it as well, without giving away the essence of the movie, which is really NOT about ""fight clubs.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Drunk too much punch...
",,"Take away Pitt's perfect physique... This film enables the viewer to submerge into an ocean of cynicism and desperation. If you find it irresistibly trendy to let go of any hope or optimism, preferring to celebrate disappointment with the no-show ""perfect world"" some idiot parent promised you, and wallow in self-pity presented with a facade of fashionable violence, then this film is for you. Knock yourself out. I'd stop now if IMDb didn't require a longer review... Production quality, acting, editing, etc. for this film is all first-rate Hollywood. First-rate Hollywood...now that's a good thing, right? Hope you enjoyed this alternative to all the wondrous reviews ""Baseball Bat""...I mean ""Fight Club"" has received.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Something very rare...
",,"It is a rare thing that there is a book that I really love and when I finally see the film made of that book that I think that film is up to scratch. Fight Club, however, cracks it! I loved the book, and although I was quite late seeing the film and quite apprehensive to see it as It thought it could ruin the book for me forever when I did see, I loved it just as much if not more.Brilliantly Acted by a perfectly chosen cast, the film is a violent film and will shock many but, as most think, this film isn't just about violence, it is about something important. Come to this film with an open mind and prepare to have something to think about because thats the kind of film it is. This really isn't just a violence-fest with no significance or plot, it is a truly superb film.An all time favourite of many, including myself and a film you really should see..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Recently named tthe fourth best movie of all-time in a British magazine poll.
",,"I write this review because today I saw that Fight Club was named the 4th best movie of all time in a poll done by a British magazine ( the magazine wasn't named in the AP report). And this led me to question. How good is Fight Club? Seeing as how by now there has been several standard reviews of this movie I need not go into what the plot is or how superb the acting, directing, or scriptwriting was, but I think this recent poll and all the internet clamor surrounding this movie leads me to ask another question. Why has Fight Club become such a watershed movie? Fight Club has the interesting distinction of being both underrated and overrated. When it came out it was largely underrated, which is odd since it came under a cloud of criticism for its violent subject matter and it starred two of the biggest Hollywood Stars then as well as now. But this movie really only hit critical mass until it went to Video and DVD. Fight Club found its fan base amongst a lot of adolescent men who pretty much dug the concepts being thrown around. It was philosophical without being over anyone's head, and it was intelligent without being hard to digest. In short it was exactly what it rails against: a perfectly portioned package. It is and was a seminal movie that not only struck a chord with a generation of people, but also managed to be damn funny.Fight Club is a great movie, but I do believe it has become a victim of its own success. Now people who watch this movie claim to inhabit it and literally worship the precepts espoused by it, ultimately, missing the whole point of the movie, which is the pursuit of honesty at all cost isn't enough of a sacrifice to truly be free. In the end you're just going to have eat a little crap. If you become obsessed with the fakeness of the world you are just as guilty of making it your master. But of course that interpretation as with others is completely subjective. I wish people could just watch this film and marvel at the story structure and laugh at the humor, because anything else is taking this movie entirely too seriously. And for the record Fight Club might deserve to be in the Top 100, but number 4 all time is pushing it!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
